Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
4167,Exit short,2026-01-19 00:40,TP,25401.25,1,50822.5,18.76,0.04,19.38,0.04,-4.12,-0.01,-9535.08,-95.35
4167,Entry short,2026-01-19 00:32,DCA S [C],25411.25,1,50822.5,18.76,0.04,19.38,0.04,-4.12,-0.01,-9535.08,-95.35
4168,Exit long,2026-01-19 01:38,$ STOP,25340,1,50764.5,-85.74,-0.17,19.38,0.04,-85.12,-0.17,-9622.06,-96.22
4168,Entry long,2026-01-19 00:59,DCA L [C],25382.25,1,50764.5,-85.74,-0.17,19.38,0.04,-85.12,-0.17,-9622.06,-96.22
4169,Exit long,2026-01-19 01:38,$ STOP,25340,1,50774,-95.24,-0.19,9.88,0.02,-94.62,-0.19,-9716.68,-97.17
4169,Entry long,2026-01-19 01:01,DCA L [C],25387,1,50774,-95.24,-0.19,9.88,0.02,-94.62,-0.19,-9716.68,-97.17
4170,Exit long,2026-01-19 01:38,$ STOP,25340,1,50736,-57.24,-0.11,33.88,0.07,-56.62,-0.11,-9773.3,-97.73
4170,Entry long,2026-01-19 01:09,DCA L [C],25368,1,50736,-57.24,-0.11,33.88,0.07,-56.62,-0.11,-9773.3,-97.73
4171,Exit short,2026-01-19 02:06,TP,25355,1,50736.5,25.26,0.05,32.38,0.06,-25.12,-0.05,-9748.66,-97.49
4171,Entry short,2026-01-19 02:01,DCA S [C],25368.25,1,50736.5,25.26,0.05,32.38,0.06,-25.12,-0.05,-9748.66,-97.49
4172,Exit short,2026-01-19 02:06,TP,25355,1,50740,28.76,0.06,35.88,0.07,-21.62,-0.04,-9719.28,-97.19
4172,Entry short,2026-01-19 02:02,DCA S [C],25370,1,50740,28.76,0.06,35.88,0.07,-21.62,-0.04,-9719.28,-97.19
4173,Exit short,2026-01-19 02:45,TP,25376.75,1,50756.5,1.76,0.00,2.38,0.00,-65.12,-0.13,-9718.76,-97.19
4173,Entry short,2026-01-19 02:19,DCA S [C],25378.25,1,50756.5,1.76,0.00,2.38,0.00,-65.12,-0.13,-9718.76,-97.19
4174,Exit short,2026-01-19 02:45,TP,25376.75,1,50755,0.26,0.00,0.88,0.00,-66.62,-0.13,-9717.88,-97.18
4174,Entry short,2026-01-19 02:20,DCA S [C],25377.5,1,50755,0.26,0.00,0.88,0.00,-66.62,-0.13,-9717.88,-97.18
4175,Exit short,2026-01-19 02:45,TP,25376.75,1,50809.5,54.76,0.11,55.38,0.11,-12.12,-0.02,-9662.5,-96.62
4175,Entry short,2026-01-19 02:38,DCA S [C],25404.75,1,50809.5,54.76,0.11,55.38,0.11,-12.12,-0.02,-9662.5,-96.62
4176,Exit long,2026-01-19 03:26,$ STOP,25299.75,1,50737.5,-139.24,-0.27,4.88,0.01,-138.62,-0.27,-9802.98,-98.03
4176,Entry long,2026-01-19 03:06,DCA L [C],25368.75,1,50737.5,-139.24,-0.27,4.88,0.01,-138.62,-0.27,-9802.98,-98.03
4177,Exit long,2026-01-19 03:26,$ STOP,25299.75,1,50722,-123.74,-0.24,9.88,0.02,-123.12,-0.24,-9926.1,-99.26
4177,Entry long,2026-01-19 03:10,DCA L [C],25361,1,50722,-123.74,-0.24,9.88,0.02,-123.12,-0.24,-9926.1,-99.26
4178,Exit long,2026-01-19 03:26,$ STOP,25299.75,1,50687.5,-89.24,-0.18,13.88,0.03,-88.62,-0.17,-10014.72,-100.15
4178,Entry long,2026-01-19 03:19,DCA L [C],25343.75,1,50687.5,-89.24,-0.18,13.88,0.03,-88.62,-0.17,-10014.72,-100.15
4179,Exit short,2026-01-19 04:31,TP,25296.25,1,50612.5,18.76,0.04,19.38,0.04,-14.12,-0.03,-9995.96,-99.96
4179,Entry short,2026-01-19 04:26,DCA S [C],25306.25,1,50612.5,18.76,0.04,19.38,0.04,-14.12,-0.03,-9995.96,-99.96
4180,Exit long,2026-01-19 04:50,TP,25283,1,50550,14.76,0.03,18.38,0.04,-19.62,-0.04,-9981.82,-99.82
4180,Entry long,2026-01-19 04:45,DCA L [C],25275,1,50550,14.76,0.03,18.38,0.04,-19.62,-0.04,-9981.82,-99.82
4181,Exit long,2026-01-19 04:50,TP,25283,1,50542,22.76,0.05,26.38,0.05,-5.62,-0.01,-9958.44,-99.58
4181,Entry long,2026-01-19 04:46,DCA L [C],25271,1,50542,22.76,0.05,26.38,0.05,-5.62,-0.01,-9958.44,-99.58
4182,Exit long,2026-01-19 05:15,TP,25285.5,1,50551,18.76,0.04,19.38,0.04,-23.12,-0.05,-9939.68,-99.40
4182,Entry long,2026-01-19 05:02,DCA L [C],25275.5,1,50551,18.76,0.04,19.38,0.04,-23.12,-0.05,-9939.68,-99.40
4183,Exit short,2026-01-19 05:41,TP,25293.5,1,50596,7.76,0.02,8.38,0.02,-41.62,-0.08,-9933.16,-99.33
4183,Entry short,2026-01-19 05:21,DCA S [C],25298,1,50596,7.76,0.02,8.38,0.02,-41.62,-0.08,-9933.16,-99.33
4184,Exit short,2026-01-19 05:41,TP,25293.5,1,50603,14.76,0.03,15.38,0.03,-34.62,-0.07,-9917.78,-99.18
4184,Entry short,2026-01-19 05:22,DCA S [C],25301.5,1,50603,14.76,0.03,15.38,0.03,-34.62,-0.07,-9917.78,-99.18
4185,Exit short,2026-01-19 05:41,TP,25293.5,1,50622.5,34.26,0.07,34.88,0.07,-15.12,-0.03,-9882.9,-98.83
4185,Entry short,2026-01-19 05:28,DCA S [C],25311.25,1,50622.5,34.26,0.07,34.88,0.07,-15.12,-0.03,-9882.9,-98.83
4186,Exit long,2026-01-19 06:11,TP,25296.75,1,50570.5,21.76,0.04,22.38,0.04,-29.12,-0.06,-9862.38,-98.62
4186,Entry long,2026-01-19 05:53,DCA L [C],25285.25,1,50570.5,21.76,0.04,22.38,0.04,-29.12,-0.06,-9862.38,-98.62
4187,Exit long,2026-01-19 06:11,TP,25296.75,1,50579.5,12.76,0.03,13.38,0.03,-38.12,-0.08,-9849,-98.49
4187,Entry long,2026-01-19 05:56,DCA L [C],25289.75,1,50579.5,12.76,0.03,13.38,0.03,-38.12,-0.08,-9849,-98.49
4188,Exit long,2026-01-19 06:11,TP,25296.75,1,50570.5,21.76,0.04,22.38,0.04,-29.12,-0.06,-9826.62,-98.27
4188,Entry long,2026-01-19 06:03,DCA L [C],25285.25,1,50570.5,21.76,0.04,22.38,0.04,-29.12,-0.06,-9826.62,-98.27
4189,Exit short,2026-01-19 06:21,TP,25295.5,1,50611,18.76,0.04,19.38,0.04,-6.12,-0.01,-9807.86,-98.08
4189,Entry short,2026-01-19 06:19,DCA S [C],25305.5,1,50611,18.76,0.04,19.38,0.04,-6.12,-0.01,-9807.86,-98.08
4190,Exit short,2026-01-19 07:16,TP,25307.75,1,50632,15.26,0.03,15.88,0.03,-66.12,-0.13,-9793.22,-97.93
4190,Entry short,2026-01-19 06:38,DCA S [C],25316,1,50632,15.26,0.03,15.88,0.03,-66.12,-0.13,-9793.22,-97.93
4191,Exit short,2026-01-19 07:16,TP,25307.75,1,50639.5,22.76,0.04,23.38,0.05,-58.62,-0.12,-9769.84,-97.70
4191,Entry short,2026-01-19 06:39,DCA S [C],25319.75,1,50639.5,22.76,0.04,23.38,0.05,-58.62,-0.12,-9769.84,-97.70
4192,Exit short,2026-01-19 08:06,TP,25318.5,1,50672.5,34.26,0.07,54.88,0.11,-23.12,-0.05,-9736.2,-97.36
4192,Entry short,2026-01-19 08:01,DCA S [C],25336.25,1,50672.5,34.26,0.07,54.88,0.11,-23.12,-0.05,-9736.2,-97.36
4193,Exit short,2026-01-19 08:06,TP,25318.5,1,50689,50.76,0.10,71.38,0.14,-6.62,-0.01,-9684.82,-96.85
4193,Entry short,2026-01-19 08:02,DCA S [C],25344.5,1,50689,50.76,0.10,71.38,0.14,-6.62,-0.01,-9684.82,-96.85
4194,Exit long,2026-01-19 08:34,$ STOP,25259.5,1,50627,-109.24,-0.22,1.88,0.00,-109.62,-0.22,-9795.92,-97.96
4194,Entry long,2026-01-19 08:14,DCA L [C],25313.5,1,50627,-109.24,-0.22,1.88,0.00,-109.62,-0.22,-9795.92,-97.96
4195,Exit long,2026-01-19 08:34,$ STOP,25259.5,1,50619.5,-101.74,-0.20,6.38,0.01,-102.12,-0.20,-9897.04,-98.97
4195,Entry long,2026-01-19 08:17,DCA L [C],25309.75,1,50619.5,-101.74,-0.20,6.38,0.01,-102.12,-0.20,-9897.04,-98.97
4196,Exit long,2026-01-19 08:34,$ STOP,25259.5,1,50587,-69.24,-0.14,10.38,0.02,-69.62,-0.14,-9965.66,-99.66
4196,Entry long,2026-01-19 08:25,DCA L [C],25293.5,1,50587,-69.24,-0.14,10.38,0.02,-69.62,-0.14,-9965.66,-99.66
4197,Exit long,2026-01-19 08:34,$ STOP,25259.5,1,50565,-47.24,-0.09,14.38,0.03,-47.62,-0.09,-10012.28,-100.12
4197,Entry long,2026-01-19 08:31,DCA L [C],25282.5,1,50565,-47.24,-0.09,14.38,0.03,-47.62,-0.09,-10012.28,-100.12
4198,Exit short,2026-01-19 10:02,TP,25321,1,50662,18.76,0.04,19.38,0.04,-8.12,-0.02,-9993.52,-99.94
4198,Entry short,2026-01-19 10:01,DCA S [C],25331,1,50662,18.76,0.04,19.38,0.04,-8.12,-0.02,-9993.52,-99.94
4199,Exit short,2026-01-19 10:25,TP,25342.25,1,50686,0.26,0.00,0.88,0.00,-81.62,-0.16,-9994.5,-99.94
4199,Entry short,2026-01-19 10:05,DCA S [C],25343,1,50686,0.26,0.00,0.88,0.00,-81.62,-0.16,-9994.5,-99.94
4200,Exit short,2026-01-19 10:25,TP,25342.25,1,50697,11.26,0.02,11.88,0.02,-70.62,-0.14,-9982.62,-99.83
4200,Entry short,2026-01-19 10:06,DCA S [C],25348.5,1,50697,11.26,0.02,11.88,0.02,-70.62,-0.14,-9982.62,-99.83
4201,Exit short,2026-01-19 10:25,TP,25342.25,1,50731.5,45.76,0.09,46.38,0.09,-36.12,-0.07,-9936.24,-99.36
4201,Entry short,2026-01-19 10:12,DCA S [C],25365.75,1,50731.5,45.76,0.09,46.38,0.09,-36.12,-0.07,-9936.24,-99.36
4202,Exit short,2026-01-19 17:00,TP,25381.75,1,50757,-7.74,-0.02,14.38,0.03,-79.62,-0.16,-9945.84,-99.46
4202,Entry short,2026-01-19 10:47,DCA S [C],25378.5,1,50757,-7.74,-0.02,14.38,0.03,-79.62,-0.16,-9945.84,-99.46
4203,Exit short,2026-01-19 17:00,TP,25381.75,1,50768.5,3.76,0.01,4.38,0.01,-68.12,-0.13,-9941.46,-99.41
4203,Entry short,2026-01-19 11:05,DCA S [C],25384.25,1,50768.5,3.76,0.01,4.38,0.01,-68.12,-0.13,-9941.46,-99.41
4204,Exit short,2026-01-19 17:00,TP,25381.75,1,50793,28.26,0.06,28.88,0.06,-43.62,-0.09,-9912.58,-99.13
4204,Entry short,2026-01-19 11:21,DCA S [C],25396.5,1,50793,28.26,0.06,28.88,0.06,-43.62,-0.09,-9912.58,-99.13
4205,Exit short,2026-01-19 17:00,TP,25381.75,1,50817,52.26,0.10,52.88,0.10,-9.12,-0.02,-9859.7,-98.60
4205,Entry short,2026-01-19 11:46,DCA S [C],25408.5,1,50817,52.26,0.10,52.88,0.10,-9.12,-0.02,-9859.7,-98.60
4206,Exit long,2026-01-20 00:26,$ STOP,25312.5,1,50763.5,-139.74,-0.28,16.38,0.03,-139.12,-0.27,-10000.06,-100.00
4206,Entry long,2026-01-20 00:02,DCA L [C],25381.75,1,50763.5,-139.74,-0.28,16.38,0.03,-139.12,-0.27,-10000.06,-100.00
4207,Exit long,2026-01-20 00:26,$ STOP,25312.5,1,50734.5,-110.74,-0.22,0,0.00,-110.12,-0.22,-10110.18,-101.10
4207,Entry long,2026-01-20 00:08,DCA L [C],25367.25,1,50734.5,-110.74,-0.22,0,0.00,-110.12,-0.22,-10110.18,-101.10
4208,Exit long,2026-01-20 01:25,TP,25287,1,50547,25.76,0.05,37.88,0.07,-34.62,-0.07,-10085.04,-100.85
4208,Entry long,2026-01-20 01:20,DCA L [C],25273.5,1,50547,25.76,0.05,37.88,0.07,-34.62,-0.07,-10085.04,-100.85
4209,Exit long,2026-01-20 01:25,TP,25287,1,50548.5,24.26,0.05,36.38,0.07,-3.62,-0.01,-10060.16,-100.60
4209,Entry long,2026-01-20 01:21,DCA L [C],25274.25,1,50548.5,24.26,0.05,36.38,0.07,-3.62,-0.01,-10060.16,-100.60
4210,Exit long,2026-01-20 02:04,TP,25264.5,1,50503,24.76,0.05,25.88,0.05,-2.62,-0.01,-10035.4,-100.35
4210,Entry long,2026-01-20 02:03,DCA L [C],25251.5,1,50503,24.76,0.05,25.88,0.05,-2.62,-0.01,-10035.4,-100.35
4211,Exit long,2026-01-20 02:12,TP,25269.5,1,50459.5,78.26,0.16,89.88,0.18,-4.62,-0.01,-9957.76,-99.58
4211,Entry long,2026-01-20 02:07,DCA L [C],25229.75,1,50459.5,78.26,0.16,89.88,0.18,-4.62,-0.01,-9957.76,-99.58
4212,Exit long,2026-01-20 02:12,TP,25269.5,1,50485.5,52.26,0.10,63.88,0.13,-9.62,-0.02,-9904.88,-99.05
4212,Entry long,2026-01-20 02:08,DCA L [C],25242.75,1,50485.5,52.26,0.10,63.88,0.13,-9.62,-0.02,-9904.88,-99.05
4213,Exit long,2026-01-20 02:26,TP,25243.75,1,50473.5,12.76,0.03,38.38,0.08,-24.12,-0.05,-9892.74,-98.93
4213,Entry long,2026-01-20 02:21,DCA L [C],25236.75,1,50473.5,12.76,0.03,38.38,0.08,-24.12,-0.05,-9892.74,-98.93
4214,Exit long,2026-01-20 02:26,TP,25243.75,1,50457,29.26,0.06,54.88,0.11,-3.62,-0.01,-9862.86,-98.63
4214,Entry long,2026-01-20 02:22,DCA L [C],25228.5,1,50457,29.26,0.06,54.88,0.11,-3.62,-0.01,-9862.86,-98.63
4215,Exit long,2026-01-20 03:18,$ STOP,25161.75,1,50446,-123.74,-0.25,17.88,0.04,-133.62,-0.26,-9987.22,-99.87
4215,Entry long,2026-01-20 02:31,DCA L [C],25223,1,50446,-123.74,-0.25,17.88,0.04,-133.62,-0.26,-9987.22,-99.87
4216,Exit long,2026-01-20 03:18,$ STOP,25161.75,1,50458,-135.74,-0.27,0,0.00,-145.62,-0.29,-10122.34,-101.22
4216,Entry long,2026-01-20 02:32,DCA L [C],25229,1,50458,-135.74,-0.27,0,0.00,-145.62,-0.29,-10122.34,-101.22
4217,Exit long,2026-01-20 03:35,$ STOP,25104.25,1,50293.5,-86.24,-0.17,69.88,0.14,-93.62,-0.19,-10209.82,-102.10
4217,Entry long,2026-01-20 03:22,DCA L [C],25146.75,1,50293.5,-86.24,-0.17,69.88,0.14,-93.62,-0.19,-10209.82,-102.10
4218,Exit long,2026-01-20 03:35,$ STOP,25104.25,1,50340,-132.74,-0.26,23.38,0.05,-140.12,-0.28,-10341.94,-103.42
4218,Entry long,2026-01-20 03:23,DCA L [C],25170,1,50340,-132.74,-0.26,23.38,0.05,-140.12,-0.28,-10341.94,-103.42
4219,Exit long,2026-01-20 03:35,$ STOP,25104.25,1,50291.5,-84.24,-0.17,4.88,0.01,-91.62,-0.18,-10425.56,-104.26
4219,Entry long,2026-01-20 03:29,DCA L [C],25145.75,1,50291.5,-84.24,-0.17,4.88,0.01,-91.62,-0.18,-10425.56,-104.26
4220,Exit long,2026-01-20 03:55,TP,25130.25,1,50252.5,6.76,0.01,17.38,0.03,-62.62,-0.12,-10419.42,-104.19
4220,Entry long,2026-01-20 03:38,DCA L [C],25126.25,1,50252.5,6.76,0.01,17.38,0.03,-62.62,-0.12,-10419.42,-104.19
4221,Exit long,2026-01-20 03:55,TP,25130.25,1,50228,31.26,0.06,31.88,0.06,-5.12,-0.01,-10387.54,-103.88
4221,Entry long,2026-01-20 03:51,DCA L [C],25114,1,50228,31.26,0.06,31.88,0.06,-5.12,-0.01,-10387.54,-103.88
4222,Exit short,2026-01-20 04:27,$ STOP,25200.25,1,50280,-121.74,-0.24,1.38,0.00,-121.62,-0.24,-10510.52,-105.11
4222,Entry short,2026-01-20 04:11,DCA S [C],25140,1,50280,-121.74,-0.24,1.38,0.00,-121.62,-0.24,-10510.52,-105.11
4223,Exit short,2026-01-20 04:27,$ STOP,25200.25,1,50302,-99.74,-0.20,13.88,0.03,-99.62,-0.20,-10609.64,-106.10
4223,Entry short,2026-01-20 04:12,DCA S [C],25151,1,50302,-99.74,-0.20,13.88,0.03,-99.62,-0.20,-10609.64,-106.10
4224,Exit short,2026-01-20 04:27,$ STOP,25200.25,1,50340.5,-61.24,-0.12,7.88,0.02,-61.12,-0.12,-10670.26,-106.70
4224,Entry short,2026-01-20 04:18,DCA S [C],25170.25,1,50340.5,-61.24,-0.12,7.88,0.02,-61.12,-0.12,-10670.26,-106.70
4225,Exit short,2026-01-20 05:07,TP,25193.5,1,50395.5,7.26,0.01,7.88,0.02,-26.62,-0.05,-10663.62,-106.64
4225,Entry short,2026-01-20 05:02,DCA S [C],25197.75,1,50395.5,7.26,0.01,7.88,0.02,-26.62,-0.05,-10663.62,-106.64
4226,Exit short,2026-01-20 05:07,TP,25193.5,1,50418.5,30.26,0.06,30.88,0.06,-2.62,-0.01,-10632.74,-106.33
4226,Entry short,2026-01-20 05:03,DCA S [C],25209.25,1,50418.5,30.26,0.06,30.88,0.06,-2.62,-0.01,-10632.74,-106.33
4227,Exit short,2026-01-20 05:29,TP,25200.75,1,50419,16.26,0.03,16.88,0.03,-38.62,-0.08,-10617.1,-106.17
4227,Entry short,2026-01-20 05:24,DCA S [C],25209.5,1,50419,16.26,0.03,16.88,0.03,-38.62,-0.08,-10617.1,-106.17
4228,Exit short,2026-01-20 05:29,TP,25200.75,1,50424,21.26,0.04,21.88,0.04,-33.62,-0.07,-10595.22,-105.95
4228,Entry short,2026-01-20 05:25,DCA S [C],25212,1,50424,21.26,0.04,21.88,0.04,-33.62,-0.07,-10595.22,-105.95
4229,Exit short,2026-01-20 06:20,TP,25213.75,1,50450,21.26,0.04,24.38,0.05,-61.12,-0.12,-10575.2,-105.75
4229,Entry short,2026-01-20 06:09,DCA S [C],25225,1,50450,21.26,0.04,24.38,0.05,-61.12,-0.12,-10575.2,-105.75
4230,Exit short,2026-01-20 06:20,TP,25213.75,1,50454.5,25.76,0.05,28.88,0.06,-56.62,-0.11,-10548.82,-105.49
4230,Entry short,2026-01-20 06:10,DCA S [C],25227.25,1,50454.5,25.76,0.05,28.88,0.06,-56.62,-0.11,-10548.82,-105.49
4231,Exit short,2026-01-20 06:20,TP,25213.75,1,50495,66.26,0.13,69.38,0.14,-16.12,-0.03,-10481.94,-104.82
4231,Entry short,2026-01-20 06:16,DCA S [C],25247.5,1,50495,66.26,0.13,69.38,0.14,-16.12,-0.03,-10481.94,-104.82
4232,Exit short,2026-01-20 06:56,TP,25255,1,50515.5,4.26,0.01,4.88,0.01,-52.62,-0.10,-10478.92,-104.79
4232,Entry short,2026-01-20 06:41,DCA S [C],25257.75,1,50515.5,4.26,0.01,4.88,0.01,-52.62,-0.10,-10478.92,-104.79
4233,Exit short,2026-01-20 06:56,TP,25255,1,50523,11.76,0.02,12.38,0.02,-45.12,-0.09,-10466.54,-104.67
4233,Entry short,2026-01-20 06:42,DCA S [C],25261.5,1,50523,11.76,0.02,12.38,0.02,-45.12,-0.09,-10466.54,-104.67
4234,Exit short,2026-01-20 06:56,TP,25255,1,50552,40.76,0.08,41.38,0.08,-16.12,-0.03,-10425.16,-104.25
4234,Entry short,2026-01-20 06:49,DCA S [C],25276,1,50552,40.76,0.08,41.38,0.08,-16.12,-0.03,-10425.16,-104.25
4235,Exit long,2026-01-20 07:19,TP,25249,1,50459,37.76,0.07,46.38,0.09,-14.12,-0.03,-10388.02,-103.88
4235,Entry long,2026-01-20 07:14,DCA L [C],25229.5,1,50459,37.76,0.07,46.38,0.09,-14.12,-0.03,-10388.02,-103.88
4236,Exit long,2026-01-20 07:19,TP,25249,1,50455.5,41.26,0.08,49.88,0.10,-10.62,-0.02,-10346.14,-103.46
4236,Entry long,2026-01-20 07:15,DCA L [C],25227.75,1,50455.5,41.26,0.08,49.88,0.10,-10.62,-0.02,-10346.14,-103.46
4237,Exit long,2026-01-20 07:42,TP,25219,1,50401.5,35.26,0.07,49.38,0.10,-39.12,-0.08,-10311.5,-103.11
4237,Entry long,2026-01-20 07:34,DCA L [C],25200.75,1,50401.5,35.26,0.07,49.38,0.10,-39.12,-0.08,-10311.5,-103.11
4238,Exit long,2026-01-20 07:42,TP,25219,1,50434.5,2.26,0.00,13.88,0.03,-72.12,-0.14,-10308.62,-103.09
4238,Entry long,2026-01-20 07:35,DCA L [C],25217.25,1,50434.5,2.26,0.00,13.88,0.03,-72.12,-0.14,-10308.62,-103.09
4239,Exit long,2026-01-20 08:25,TP,25217.5,1,50419,14.76,0.03,29.38,0.06,-15.12,-0.03,-10294.48,-102.94
4239,Entry long,2026-01-20 08:20,DCA L [C],25209.5,1,50419,14.76,0.03,29.38,0.06,-15.12,-0.03,-10294.48,-102.94
4240,Exit long,2026-01-20 08:25,TP,25217.5,1,50410.5,23.26,0.05,37.88,0.08,-2.62,-0.01,-10270.6,-102.71
4240,Entry long,2026-01-20 08:21,DCA L [C],25205.25,1,50410.5,23.26,0.05,37.88,0.08,-2.62,-0.01,-10270.6,-102.71
4241,Exit long,2026-01-20 08:29,TP,25233.75,1,50417.5,48.76,0.10,51.88,0.10,-2.62,-0.01,-10221.84,-102.22
4241,Entry long,2026-01-20 08:28,DCA L [C],25208.75,1,50417.5,48.76,0.10,51.88,0.10,-2.62,-0.01,-10221.84,-102.22
4242,Exit short,2026-01-20 08:40,TP,25301.5,1,50691.5,87.26,0.17,138.88,0.27,-23.62,-0.05,-10135.2,-101.35
4242,Entry short,2026-01-20 08:35,DCA S [C],25345.75,1,50691.5,87.26,0.17,138.88,0.27,-23.62,-0.05,-10135.2,-101.35
4243,Exit short,2026-01-20 08:40,TP,25301.5,1,50621,16.76,0.03,68.38,0.14,-52.62,-0.10,-10117.82,-101.18
4243,Entry short,2026-01-20 08:36,DCA S [C],25310.5,1,50621,16.76,0.03,68.38,0.14,-52.62,-0.10,-10117.82,-101.18
4244,Exit short,2026-01-20 08:53,TP,25348.25,1,50716.5,18.76,0.04,38.88,0.08,-14.62,-0.03,-10099.06,-100.99
4244,Entry short,2026-01-20 08:52,DCA S [C],25358.25,1,50716.5,18.76,0.04,38.88,0.08,-14.62,-0.03,-10099.06,-100.99
4245,Exit long,2026-01-20 09:24,TP,25345.25,1,50526,163.26,0.32,175.38,0.35,-18.62,-0.04,-9936.42,-99.36
4245,Entry long,2026-01-20 09:19,DCA L [C],25263,1,50526,163.26,0.32,175.38,0.35,-18.62,-0.04,-9936.42,-99.36
4246,Exit long,2026-01-20 09:24,TP,25345.25,1,50518,171.26,0.34,183.38,0.36,-10.62,-0.02,-9764.54,-97.65
4246,Entry long,2026-01-20 09:20,DCA L [C],25259,1,50518,171.26,0.34,183.38,0.36,-10.62,-0.02,-9764.54,-97.65
4247,Exit short,2026-01-20 09:47,TP,25358.75,1,50721,2.26,0.00,24.38,0.05,-115.12,-0.23,-9763.52,-97.64
4247,Entry short,2026-01-20 09:30,DCA S [C],25360.5,1,50721,2.26,0.00,24.38,0.05,-115.12,-0.23,-9763.52,-97.64
4248,Exit short,2026-01-20 09:47,TP,25358.75,1,50717.5,-1.24,0.00,8.88,0.02,-118.62,-0.23,-9764.14,-97.64
4248,Entry short,2026-01-20 09:31,DCA S [C],25358.75,1,50717.5,-1.24,0.00,8.88,0.02,-118.62,-0.23,-9764.14,-97.64
4249,Exit short,2026-01-20 09:47,TP,25358.75,1,50774.5,55.76,0.11,56.38,0.11,-61.62,-0.12,-9707.76,-97.08
4249,Entry short,2026-01-20 09:41,DCA S [C],25387.25,1,50774.5,55.76,0.11,56.38,0.11,-61.62,-0.12,-9707.76,-97.08
4250,Exit long,2026-01-20 09:53,TP,25337.5,1,50655,18.76,0.04,19.88,0.04,-9.12,-0.02,-9689,-96.89
4250,Entry long,2026-01-20 09:52,DCA L [C],25327.5,1,50655,18.76,0.04,19.88,0.04,-9.12,-0.02,-9689,-96.89
4251,Exit long,2026-01-20 09:58,TP,25332.25,1,50644.5,18.76,0.04,19.38,0.04,-10.12,-0.02,-9670.24,-96.70
4251,Entry long,2026-01-20 09:57,DCA L [C],25322.25,1,50644.5,18.76,0.04,19.38,0.04,-10.12,-0.02,-9670.24,-96.70
4252,Exit short,2026-01-20 10:16,TP,25389.5,1,50840.5,60.26,0.12,77.88,0.15,-16.62,-0.03,-9610.6,-96.11
4252,Entry short,2026-01-20 10:11,DCA S [C],25420.25,1,50840.5,60.26,0.12,77.88,0.15,-16.62,-0.03,-9610.6,-96.11
4253,Exit short,2026-01-20 10:16,TP,25389.5,1,50840.5,60.26,0.12,77.88,0.15,-9.12,-0.02,-9549.72,-95.50
4253,Entry short,2026-01-20 10:12,DCA S [C],25420.25,1,50840.5,60.26,0.12,77.88,0.15,-9.12,-0.02,-9549.72,-95.50
4254,Exit short,2026-01-20 10:42,TP,25379.5,1,50821,60.76,0.12,65.38,0.13,-9.12,-0.02,-9488.96,-94.89
4254,Entry short,2026-01-20 10:41,DCA S [C],25410.5,1,50821,60.76,0.12,65.38,0.13,-9.12,-0.02,-9488.96,-94.89
4255,Exit long,2026-01-20 11:46,$ STOP,25272.5,1,50687,-143.24,-0.28,14.38,0.03,-142.62,-0.28,-9634.06,-96.34
4255,Entry long,2026-01-20 11:24,DCA L [C],25343.5,1,50687,-143.24,-0.28,14.38,0.03,-142.62,-0.28,-9634.06,-96.34
4256,Exit long,2026-01-20 11:46,$ STOP,25272.5,1,50679.5,-135.74,-0.27,0,0.00,-135.12,-0.27,-9769.18,-97.69
4256,Entry long,2026-01-20 11:30,DCA L [C],25339.75,1,50679.5,-135.74,-0.27,0,0.00,-135.12,-0.27,-9769.18,-97.69
4257,Exit long,2026-01-20 11:46,$ STOP,25272.5,1,50608,-64.24,-0.13,64.88,0.13,-63.62,-0.13,-9832.8,-98.33
4257,Entry long,2026-01-20 11:36,DCA L [C],25304,1,50608,-64.24,-0.13,64.88,0.13,-63.62,-0.13,-9832.8,-98.33
4258,Exit long,2026-01-20 11:46,$ STOP,25272.5,1,50586.5,-42.74,-0.08,0,0.00,-42.12,-0.08,-9874.92,-98.75
4258,Entry long,2026-01-20 11:45,DCA L [C],25293.25,1,50586.5,-42.74,-0.08,0,0.00,-42.12,-0.08,-9874.92,-98.75
4259,Exit long,2026-01-20 11:55,TP,25283.5,1,50545,20.76,0.04,39.38,0.08,-35.62,-0.07,-9854.78,-98.55
4259,Entry long,2026-01-20 11:49,DCA L [C],25272.5,1,50545,20.76,0.04,39.38,0.08,-35.62,-0.07,-9854.78,-98.55
4260,Exit long,2026-01-20 11:55,TP,25283.5,1,50536,29.76,0.06,48.38,0.10,-26.62,-0.05,-9824.4,-98.24
4260,Entry long,2026-01-20 11:51,DCA L [C],25268,1,50536,29.76,0.06,48.38,0.10,-26.62,-0.05,-9824.4,-98.24
4261,Exit long,2026-01-20 12:51,$ STOP,25197.75,1,50508,-113.74,-0.23,5.88,0.01,-134.12,-0.27,-9939.38,-99.39
4261,Entry long,2026-01-20 12:28,DCA L [C],25254,1,50508,-113.74,-0.23,5.88,0.01,-134.12,-0.27,-9939.38,-99.39
4262,Exit long,2026-01-20 12:51,$ STOP,25197.75,1,50487,-92.74,-0.18,20.38,0.04,-113.12,-0.22,-10031.5,-100.31
